target_date,generated_at,backfilled,hour,p_pos,p_big_pos,p_big_neg,call,tier,confidence,edge,big_pos_watch,big_neg_watch
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,3,0.794,0.0,0.005,DART > 0,high,65.7,5.18,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,4,0.627,0.0,0.007,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,5,0.639,0.0,0.007,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,6,0.529,0.002,0.019,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,7,0.531,0.011,0.024,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,8,0.932,0.001,0.025,DART > 0,high,71.4,11.59,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,9,0.643,0.001,0.031,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,10,0.648,0.001,0.039,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,11,0.631,0.003,0.062,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,12,0.537,0.004,0.128,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,13,0.582,0.013,0.129,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,14,0.598,0.008,0.035,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,15,0.529,0.022,0.076,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,16,0.562,0.052,0.083,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,17,0.751,0.388,0.07,DART > 0,high,65.7,5.18,True,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,18,0.723,0.444,0.122,DART > 0,high,65.7,5.18,True,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,19,0.815,0.411,0.092,DART > 0,high,71.4,11.59,True,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,20,0.772,0.418,0.099,DART > 0,high,65.7,5.18,True,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,21,0.645,0.088,0.118,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,22,0.624,0.013,0.089,DART > 0,low,58.1,2.74,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,23,0.706,0.009,0.047,DART > 0,high,65.7,5.18,False,False
2026-08-26,2026-08-25T10:57:57.789218+00:00,True,24,0.762,0.002,0.018,DART > 0,high,65.7,5.18,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,1,0.721,0.006,0.018,DART > 0,high,64.7,6.3,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,2,0.483,0.001,0.012,DART < 0,low,42.9,2.49,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,3,0.505,0.0,0.011,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,4,0.272,0.001,0.011,DART < 0,low,50.0,27.47,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,5,0.32,0.001,0.017,DART < 0,low,50.0,27.47,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,6,0.32,0.001,0.027,DART < 0,low,50.0,27.47,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,7,0.31,0.005,0.026,DART < 0,low,50.0,27.47,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,8,0.608,0.004,0.041,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,9,0.525,0.003,0.076,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,10,0.607,0.003,0.079,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,11,0.618,0.008,0.083,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,12,0.579,0.006,0.092,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,13,0.554,0.004,0.127,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,14,0.599,0.011,0.118,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,15,0.577,0.055,0.138,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,16,0.702,0.162,0.16,DART > 0,high,64.7,6.3,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,17,0.865,0.289,0.116,DART > 0,low,73.1,9.74,True,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,18,0.799,0.276,0.144,DART > 0,high,64.7,6.3,True,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,19,0.783,0.347,0.141,DART > 0,high,64.7,6.3,True,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,20,0.721,0.258,0.141,DART > 0,high,64.7,6.3,True,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,21,0.69,0.051,0.147,DART > 0,high,64.7,6.3,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,22,0.629,0.006,0.132,DART > 0,low,58.8,0.8,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,23,0.687,0.003,0.035,DART > 0,high,64.7,6.3,False,False
2026-08-27,2026-08-26T10:59:49.073430+00:00,True,24,0.804,0.001,0.023,DART > 0,low,73.1,9.74,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,1,0.777,0.001,0.018,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,2,0.67,0.0,0.01,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,3,0.704,0.0,0.016,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,4,0.687,0.0,0.015,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,5,0.678,0.0,0.028,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,6,0.464,0.0,0.072,DART < 0,low,49.4,7.1,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,7,0.486,0.001,0.064,DART < 0,low,49.4,7.1,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,8,0.549,0.001,0.067,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,9,0.576,0.001,0.093,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,10,0.601,0.003,0.087,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,11,0.538,0.002,0.104,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,12,0.555,0.003,0.096,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,13,0.636,0.003,0.061,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,14,0.637,0.003,0.046,DART > 0,low,58.7,0.31,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,15,0.68,0.01,0.078,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,16,0.694,0.058,0.086,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,17,0.735,0.209,0.097,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,18,0.835,0.267,0.097,DART > 0,high,77.5,14.19,True,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,19,0.869,0.345,0.077,DART > 0,high,77.5,14.19,True,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,20,0.864,0.429,0.074,DART > 0,high,77.5,14.19,True,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,21,0.771,0.045,0.079,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,22,0.759,0.004,0.058,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,23,0.657,0.001,0.074,DART > 0,high,64.5,6.28,False,False
2026-08-28,2026-08-27T13:55:23.151909+00:00,True,24,0.793,0.001,0.021,DART > 0,high,64.5,6.28,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,1,0.86,0.001,0.016,DART > 0,high,74.3,13.32,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,2,0.772,0.001,0.007,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,3,0.739,0.001,0.006,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,4,0.744,0.001,0.004,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,5,0.659,0.001,0.006,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,6,0.531,0.001,0.01,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,7,0.548,0.001,0.017,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,8,0.733,0.001,0.023,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,9,0.64,0.001,0.048,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,10,0.668,0.003,0.049,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,11,0.642,0.002,0.06,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,12,0.568,0.002,0.06,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,13,0.583,0.009,0.074,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,14,0.534,0.006,0.08,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,15,0.576,0.007,0.126,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,16,0.549,0.008,0.121,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,17,0.592,0.015,0.117,DART > 0,low,60.3,0.99,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,18,0.717,0.099,0.119,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,19,0.771,0.094,0.114,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,20,0.755,0.019,0.123,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,21,0.71,0.005,0.089,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,22,0.688,0.004,0.086,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,23,0.672,0.002,0.035,DART > 0,high,64.9,5.03,False,False
2026-08-29,2026-08-28T03:39:37.428432+00:00,True,24,0.789,0.002,0.039,DART > 0,high,64.9,5.03,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,1,0.852,0.001,0.007,DART > 0,low,72.6,6.56,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,2,0.779,0.001,0.006,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,3,0.712,0.001,0.007,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,4,0.467,0.001,0.004,DART > 0,low,60.0,9.01,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,5,0.555,0.001,0.005,DART > 0,low,59.5,0.31,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,6,0.44,0.001,0.006,DART > 0,low,60.0,9.01,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,7,0.697,0.001,0.005,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,8,0.68,0.001,0.015,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,9,0.646,0.001,0.027,DART > 0,low,59.5,0.31,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,10,0.666,0.001,0.035,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,11,0.661,0.001,0.043,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,12,0.68,0.003,0.058,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,13,0.644,0.003,0.047,DART > 0,low,59.5,0.31,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,14,0.639,0.003,0.055,DART > 0,low,59.5,0.31,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,15,0.663,0.003,0.057,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,16,0.638,0.004,0.077,DART > 0,low,59.5,0.31,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,17,0.717,0.006,0.135,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,18,0.735,0.013,0.116,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,19,0.801,0.011,0.114,DART > 0,low,72.6,6.56,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,20,0.678,0.007,0.131,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,21,0.656,0.009,0.065,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,22,0.785,0.005,0.015,DART > 0,high,65.7,7.19,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,23,0.828,0.001,0.011,DART > 0,low,72.6,6.56,False,False
2026-08-30,2026-08-29T15:12:13.020298+00:00,True,24,0.907,0.001,0.003,DART > 0,low,72.6,6.56,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,1,0.81,0.001,0.012,DART > 0,low,76.8,5.65,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,2,0.773,0.0,0.013,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,3,0.769,0.001,0.01,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,4,0.73,0.001,0.01,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,5,0.676,0.001,0.019,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,6,0.692,0.001,0.02,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,7,0.697,0.002,0.035,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,8,0.628,0.002,0.047,DART < 0,low,42.0,0.49,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,9,0.936,0.003,0.052,DART > 0,low,76.8,5.65,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,10,0.581,0.003,0.062,DART < 0,low,42.0,0.49,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,11,0.668,0.006,0.078,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,12,0.671,0.006,0.098,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,13,0.67,0.007,0.11,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,14,0.718,0.052,0.102,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,15,0.739,0.152,0.052,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,16,0.692,0.16,0.102,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,17,0.806,0.293,0.106,DART > 0,low,76.8,5.65,True,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,18,0.822,0.334,0.089,DART > 0,low,76.8,5.65,True,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,19,0.813,0.391,0.119,DART > 0,low,76.8,5.65,True,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,20,0.795,0.244,0.113,DART > 0,high,66.4,6.87,True,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,21,0.77,0.045,0.11,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,22,0.687,0.01,0.095,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,23,0.791,0.003,0.027,DART > 0,high,66.4,6.87,False,False
2026-08-31,2026-08-30T14:57:06.545524+00:00,True,24,0.777,0.004,0.029,DART > 0,high,66.4,6.87,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,1,0.834,0.001,0.015,DART > 0,high,75.6,12.49,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,2,0.773,0.0,0.009,DART > 0,low,64.5,2.95,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,3,0.781,0.0,0.009,DART > 0,low,64.5,2.95,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,4,0.82,0.0,0.011,DART > 0,high,75.6,12.49,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,5,0.783,0.0,0.016,DART > 0,low,64.5,2.95,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,6,0.588,0.002,0.05,DART < 0,low,40.2,0.77,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,7,0.558,0.004,0.093,DART < 0,low,40.2,0.77,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,8,0.531,0.006,0.256,DART < 0,low,40.2,0.77,False,True
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,9,0.592,0.011,0.164,DART < 0,low,40.2,0.77,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,10,0.621,0.033,0.233,DART < 0,low,40.2,0.77,False,True
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,11,0.676,0.215,0.133,DART > 0,low,64.5,2.95,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,12,0.782,0.647,0.092,DART > 0,low,64.5,2.95,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,13,0.729,0.526,0.058,DART > 0,low,64.5,2.95,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,14,0.744,0.569,0.066,DART > 0,low,64.5,2.95,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,15,0.783,0.643,0.082,DART > 0,low,64.5,2.95,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,16,0.78,0.597,0.068,DART > 0,low,64.5,2.95,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,17,0.86,0.666,0.046,DART > 0,high,75.6,12.49,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,18,0.849,0.541,0.041,DART > 0,high,75.6,12.49,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,19,0.829,0.523,0.046,DART > 0,high,75.6,12.49,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,20,0.83,0.337,0.041,DART > 0,high,75.6,12.49,True,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,21,0.759,0.179,0.074,DART > 0,low,64.5,2.95,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,22,0.639,0.006,0.105,DART < 0,low,40.2,0.77,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,23,0.398,0.002,0.057,DART > 0,low,53.7,6.52,False,False
2026-09-01,2026-08-30T21:58:38.390200+00:00,True,24,0.702,0.001,0.051,DART > 0,low,64.5,2.95,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,1,0.827,0.003,0.043,DART > 0,high,77.3,13.5,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,2,0.773,0.001,0.036,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,3,0.815,0.002,0.03,DART > 0,high,77.3,13.5,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,4,0.749,0.002,0.025,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,5,0.762,0.002,0.034,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,6,0.716,0.008,0.08,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,7,0.668,0.02,0.128,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,8,0.627,0.019,0.132,DART > 0,low,59.2,1.68,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,9,0.713,0.063,0.089,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,10,0.698,0.239,0.111,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,11,0.737,0.357,0.101,DART > 0,low,63.5,1.02,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,12,0.692,0.432,0.086,DART > 0,low,63.5,1.02,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,13,0.764,0.471,0.084,DART > 0,low,63.5,1.02,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,14,0.801,0.554,0.071,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,15,0.765,0.706,0.06,DART > 0,low,63.5,1.02,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,16,0.804,0.728,0.06,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,17,0.807,0.717,0.08,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,18,0.81,0.719,0.068,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,19,0.89,0.76,0.085,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,20,0.817,0.742,0.097,DART > 0,high,77.3,13.5,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,21,0.785,0.402,0.081,DART > 0,low,63.5,1.02,True,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,22,0.69,0.224,0.121,DART > 0,low,63.5,1.02,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,23,0.605,0.007,0.152,DART > 0,low,59.2,1.68,False,False
2026-09-02,2026-09-01T15:03:14.952786+00:00,True,24,0.594,0.006,0.132,DART > 0,low,59.2,1.68,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,1,0.723,0.002,0.022,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,2,0.687,0.002,0.022,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,3,0.825,0.002,0.021,DART > 0,high,75.3,11.09,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,4,0.625,0.0,0.007,DART > 0,low,61.2,1.4,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,5,0.66,0.001,0.008,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,6,0.568,0.003,0.057,DART > 0,low,61.2,1.4,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,7,0.553,0.006,0.091,DART > 0,low,61.2,1.4,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,8,0.659,0.006,0.093,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,9,0.665,0.073,0.086,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,10,0.73,0.418,0.043,DART > 0,low,65.1,2.72,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,11,0.774,0.649,0.046,DART > 0,low,65.1,2.72,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,12,0.769,0.455,0.057,DART > 0,low,65.1,2.72,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,13,0.794,0.556,0.104,DART > 0,low,65.1,2.72,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,14,0.789,0.709,0.136,DART > 0,low,65.1,2.72,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,15,0.821,0.714,0.151,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,16,0.833,0.81,0.078,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,17,0.835,0.773,0.116,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,18,0.889,0.858,0.074,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,19,0.901,0.722,0.045,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,20,0.841,0.753,0.107,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,21,0.832,0.481,0.077,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,22,0.848,0.298,0.068,DART > 0,high,75.3,11.09,True,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,23,0.785,0.006,0.049,DART > 0,low,65.1,2.72,False,False
2026-09-03,2026-09-02T14:38:32.048886+00:00,True,24,0.72,0.004,0.024,DART > 0,low,65.1,2.72,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,1,0.669,0.002,0.025,DART > 0,medium,65.2,4.33,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,2,0.584,0.002,0.013,DART < 0,low,39.5,0.78,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,3,0.514,0.001,0.01,DART < 0,low,39.5,0.78,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,4,0.615,0.001,0.01,DART < 0,low,39.5,0.78,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,5,0.697,0.001,0.009,DART > 0,medium,65.2,4.33,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,6,0.787,0.016,0.025,DART > 0,medium,65.2,4.33,False,False
2026-09-04,2026-09-03T14:42:08.386248+00:00,True,7,0.781,0.019,0.052,DART > 0,medium,65.2,4.33,False,False
