interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,publish_time_local,publish_time_utc,last_modified_local,last_modified_utc,zone,generation_forecast
2025-11-24 06:00:00-05:00,2025-11-24 11:00:00+00:00,2025-11-24 07:00:00-05:00,2025-11-24 12:00:00+00:00,2025-11-24 05:33:13-05:00,2025-11-24 10:33:13+00:00,2025-11-24 05:56:00-05:00,2025-11-24 10:56:00+00:00,West,9.2
2025-11-24 07:00:00-05:00,2025-11-24 12:00:00+00:00,2025-11-24 08:00:00-05:00,2025-11-24 13:00:00+00:00,2025-11-24 06:33:09-05:00,2025-11-24 11:33:09+00:00,2025-11-24 06:56:00-05:00,2025-11-24 11:56:00+00:00,West,20.8
2025-11-24 08:00:00-05:00,2025-11-24 13:00:00+00:00,2025-11-24 09:00:00-05:00,2025-11-24 14:00:00+00:00,2025-11-24 07:33:09-05:00,2025-11-24 12:33:09+00:00,2025-11-24 07:56:00-05:00,2025-11-24 12:56:00+00:00,West,38.3
2025-11-24 09:00:00-05:00,2025-11-24 14:00:00+00:00,2025-11-24 10:00:00-05:00,2025-11-24 15:00:00+00:00,2025-11-24 08:33:09-05:00,2025-11-24 13:33:09+00:00,2025-11-24 08:56:00-05:00,2025-11-24 13:56:00+00:00,West,83.3
2025-11-24 10:00:00-05:00,2025-11-24 15:00:00+00:00,2025-11-24 11:00:00-05:00,2025-11-24 16:00:00+00:00,2025-11-24 09:33:09-05:00,2025-11-24 14:33:09+00:00,2025-11-24 09:56:00-05:00,2025-11-24 14:56:00+00:00,West,167.5
2025-11-24 11:00:00-05:00,2025-11-24 16:00:00+00:00,2025-11-24 12:00:00-05:00,2025-11-24 17:00:00+00:00,2025-11-24 10:49:45-05:00,2025-11-24 15:49:45+00:00,2025-11-24 10:56:00-05:00,2025-11-24 15:56:00+00:00,West,275.7
2025-11-24 12:00:00-05:00,2025-11-24 17:00:00+00:00,2025-11-24 13:00:00-05:00,2025-11-24 18:00:00+00:00,2025-11-24 11:33:09-05:00,2025-11-24 16:33:09+00:00,2025-11-24 11:56:00-05:00,2025-11-24 16:56:00+00:00,West,602.4
2025-11-24 13:00:00-05:00,2025-11-24 18:00:00+00:00,2025-11-24 14:00:00-05:00,2025-11-24 19:00:00+00:00,2025-11-24 12:33:09-05:00,2025-11-24 17:33:09+00:00,2025-11-24 12:56:00-05:00,2025-11-24 17:56:00+00:00,West,509.7
2025-11-24 14:00:00-05:00,2025-11-24 19:00:00+00:00,2025-11-24 15:00:00-05:00,2025-11-24 20:00:00+00:00,2025-11-24 13:33:15-05:00,2025-11-24 18:33:15+00:00,2025-11-24 13:56:00-05:00,2025-11-24 18:56:00+00:00,West,287.7
2025-11-24 15:00:00-05:00,2025-11-24 20:00:00+00:00,2025-11-24 16:00:00-05:00,2025-11-24 21:00:00+00:00,2025-11-24 14:49:45-05:00,2025-11-24 19:49:45+00:00,2025-11-24 14:56:00-05:00,2025-11-24 19:56:00+00:00,West,184.7
2025-11-24 16:00:00-05:00,2025-11-24 21:00:00+00:00,2025-11-24 17:00:00-05:00,2025-11-24 22:00:00+00:00,2025-11-24 15:49:45-05:00,2025-11-24 20:49:45+00:00,2025-11-24 15:56:00-05:00,2025-11-24 20:56:00+00:00,West,149.7
2025-11-24 17:00:00-05:00,2025-11-24 22:00:00+00:00,2025-11-24 18:00:00-05:00,2025-11-24 23:00:00+00:00,2025-11-24 16:49:45-05:00,2025-11-24 21:49:45+00:00,2025-11-24 16:56:00-05:00,2025-11-24 21:56:00+00:00,West,168.5
2025-11-24 18:00:00-05:00,2025-11-24 23:00:00+00:00,2025-11-24 19:00:00-05:00,2025-11-25 00:00:00+00:00,2025-11-24 17:33:19-05:00,2025-11-24 22:33:19+00:00,2025-11-24 17:56:00-05:00,2025-11-24 22:56:00+00:00,West,223.1
2025-11-24 19:00:00-05:00,2025-11-25 00:00:00+00:00,2025-11-24 20:00:00-05:00,2025-11-25 01:00:00+00:00,2025-11-24 18:33:15-05:00,2025-11-24 23:33:15+00:00,2025-11-24 18:56:00-05:00,2025-11-24 23:56:00+00:00,West,355.0
2025-11-24 20:00:00-05:00,2025-11-25 01:00:00+00:00,2025-11-24 21:00:00-05:00,2025-11-25 02:00:00+00:00,2025-11-24 19:33:19-05:00,2025-11-25 00:33:19+00:00,2025-11-24 19:56:00-05:00,2025-11-25 00:56:00+00:00,West,466.2
2025-11-24 21:00:00-05:00,2025-11-25 02:00:00+00:00,2025-11-24 22:00:00-05:00,2025-11-25 03:00:00+00:00,2025-11-24 20:33:15-05:00,2025-11-25 01:33:15+00:00,2025-11-24 20:56:00-05:00,2025-11-25 01:56:00+00:00,West,550.6
2025-11-24 22:00:00-05:00,2025-11-25 03:00:00+00:00,2025-11-24 23:00:00-05:00,2025-11-25 04:00:00+00:00,2025-11-24 21:33:09-05:00,2025-11-25 02:33:09+00:00,2025-11-24 21:56:00-05:00,2025-11-25 02:56:00+00:00,West,624.3
2025-11-24 23:00:00-05:00,2025-11-25 04:00:00+00:00,2025-11-25 00:00:00-05:00,2025-11-25 05:00:00+00:00,2025-11-24 22:33:14-05:00,2025-11-25 03:33:14+00:00,2025-11-24 22:56:00-05:00,2025-11-25 03:56:00+00:00,West,544.1
2025-11-25 00:00:00-05:00,2025-11-25 05:00:00+00:00,2025-11-25 01:00:00-05:00,2025-11-25 06:00:00+00:00,2025-11-24 23:33:09-05:00,2025-11-25 04:33:09+00:00,2025-11-24 23:56:00-05:00,2025-11-25 04:56:00+00:00,West,347.8
2025-11-25 01:00:00-05:00,2025-11-25 06:00:00+00:00,2025-11-25 02:00:00-05:00,2025-11-25 07:00:00+00:00,2025-11-25 00:33:19-05:00,2025-11-25 05:33:19+00:00,2025-11-25 00:56:00-05:00,2025-11-25 05:56:00+00:00,West,244.4
2025-11-25 02:00:00-05:00,2025-11-25 07:00:00+00:00,2025-11-25 03:00:00-05:00,2025-11-25 08:00:00+00:00,2025-11-25 01:33:19-05:00,2025-11-25 06:33:19+00:00,2025-11-25 01:56:00-05:00,2025-11-25 06:56:00+00:00,West,255.4
2025-11-25 03:00:00-05:00,2025-11-25 08:00:00+00:00,2025-11-25 04:00:00-05:00,2025-11-25 09:00:00+00:00,2025-11-25 02:33:20-05:00,2025-11-25 07:33:20+00:00,2025-11-25 02:56:00-05:00,2025-11-25 07:56:00+00:00,West,324.7
2025-11-25 04:00:00-05:00,2025-11-25 09:00:00+00:00,2025-11-25 05:00:00-05:00,2025-11-25 10:00:00+00:00,2025-11-25 03:33:09-05:00,2025-11-25 08:33:09+00:00,2025-11-25 03:56:00-05:00,2025-11-25 08:56:00+00:00,West,300.8
2025-11-25 05:00:00-05:00,2025-11-25 10:00:00+00:00,2025-11-25 06:00:00-05:00,2025-11-25 11:00:00+00:00,2025-11-25 04:33:19-05:00,2025-11-25 09:33:19+00:00,2025-11-25 04:56:00-05:00,2025-11-25 09:56:00+00:00,West,173.0
2025-11-25 06:00:00-05:00,2025-11-25 11:00:00+00:00,2025-11-25 07:00:00-05:00,2025-11-25 12:00:00+00:00,2025-11-25 05:33:19-05:00,2025-11-25 10:33:19+00:00,2025-11-25 05:56:00-05:00,2025-11-25 10:56:00+00:00,West,169.0
2025-11-25 07:00:00-05:00,2025-11-25 12:00:00+00:00,2025-11-25 08:00:00-05:00,2025-11-25 13:00:00+00:00,2025-11-25 06:33:15-05:00,2025-11-25 11:33:15+00:00,2025-11-25 06:56:00-05:00,2025-11-25 11:56:00+00:00,West,242.1
2025-11-25 08:00:00-05:00,2025-11-25 13:00:00+00:00,2025-11-25 09:00:00-05:00,2025-11-25 14:00:00+00:00,2025-11-25 07:33:19-05:00,2025-11-25 12:33:19+00:00,2025-11-25 07:56:00-05:00,2025-11-25 12:56:00+00:00,West,298.7
2025-11-25 09:00:00-05:00,2025-11-25 14:00:00+00:00,2025-11-25 10:00:00-05:00,2025-11-25 15:00:00+00:00,2025-11-25 08:33:15-05:00,2025-11-25 13:33:15+00:00,2025-11-25 08:56:00-05:00,2025-11-25 13:56:00+00:00,West,297.0
2025-11-25 10:00:00-05:00,2025-11-25 15:00:00+00:00,2025-11-25 11:00:00-05:00,2025-11-25 16:00:00+00:00,2025-11-25 09:33:09-05:00,2025-11-25 14:33:09+00:00,2025-11-25 09:56:00-05:00,2025-11-25 14:56:00+00:00,West,259.7
2025-11-25 11:00:00-05:00,2025-11-25 16:00:00+00:00,2025-11-25 12:00:00-05:00,2025-11-25 17:00:00+00:00,2025-11-25 10:33:09-05:00,2025-11-25 15:33:09+00:00,2025-11-25 10:56:00-05:00,2025-11-25 15:56:00+00:00,West,315.9
2025-11-25 12:00:00-05:00,2025-11-25 17:00:00+00:00,2025-11-25 13:00:00-05:00,2025-11-25 18:00:00+00:00,2025-11-25 11:33:09-05:00,2025-11-25 16:33:09+00:00,2025-11-25 11:56:00-05:00,2025-11-25 16:56:00+00:00,West,340.9
2025-11-25 13:00:00-05:00,2025-11-25 18:00:00+00:00,2025-11-25 14:00:00-05:00,2025-11-25 19:00:00+00:00,2025-11-25 12:33:09-05:00,2025-11-25 17:33:09+00:00,2025-11-25 12:56:00-05:00,2025-11-25 17:56:00+00:00,West,335.1
2025-11-25 14:00:00-05:00,2025-11-25 19:00:00+00:00,2025-11-25 15:00:00-05:00,2025-11-25 20:00:00+00:00,2025-11-25 13:33:11-05:00,2025-11-25 18:33:11+00:00,2025-11-25 13:56:00-05:00,2025-11-25 18:56:00+00:00,West,298.9
2025-11-25 15:00:00-05:00,2025-11-25 20:00:00+00:00,2025-11-25 16:00:00-05:00,2025-11-25 21:00:00+00:00,2025-11-25 14:33:08-05:00,2025-11-25 19:33:08+00:00,2025-11-25 14:56:00-05:00,2025-11-25 19:56:00+00:00,West,335.7
2025-11-25 16:00:00-05:00,2025-11-25 21:00:00+00:00,2025-11-25 17:00:00-05:00,2025-11-25 22:00:00+00:00,2025-11-25 15:33:09-05:00,2025-11-25 20:33:09+00:00,2025-11-25 15:56:00-05:00,2025-11-25 20:56:00+00:00,West,421.2
2025-11-25 17:00:00-05:00,2025-11-25 22:00:00+00:00,2025-11-25 18:00:00-05:00,2025-11-25 23:00:00+00:00,2025-11-25 16:33:09-05:00,2025-11-25 21:33:09+00:00,2025-11-25 16:56:00-05:00,2025-11-25 21:56:00+00:00,West,329.6
2025-11-25 18:00:00-05:00,2025-11-25 23:00:00+00:00,2025-11-25 19:00:00-05:00,2025-11-26 00:00:00+00:00,2025-11-25 17:33:15-05:00,2025-11-25 22:33:15+00:00,2025-11-25 17:56:00-05:00,2025-11-25 22:56:00+00:00,West,398.7
2025-11-25 19:00:00-05:00,2025-11-26 00:00:00+00:00,2025-11-25 20:00:00-05:00,2025-11-26 01:00:00+00:00,2025-11-25 18:33:19-05:00,2025-11-25 23:33:19+00:00,2025-11-25 18:56:00-05:00,2025-11-25 23:56:00+00:00,West,374.5
2025-11-25 20:00:00-05:00,2025-11-26 01:00:00+00:00,2025-11-25 21:00:00-05:00,2025-11-26 02:00:00+00:00,2025-11-25 19:33:20-05:00,2025-11-26 00:33:20+00:00,2025-11-25 19:56:00-05:00,2025-11-26 00:56:00+00:00,West,428.9
2025-11-25 21:00:00-05:00,2025-11-26 02:00:00+00:00,2025-11-25 22:00:00-05:00,2025-11-26 03:00:00+00:00,2025-11-25 20:33:20-05:00,2025-11-26 01:33:20+00:00,2025-11-25 20:56:00-05:00,2025-11-26 01:56:00+00:00,West,443.5
2025-11-25 22:00:00-05:00,2025-11-26 03:00:00+00:00,2025-11-25 23:00:00-05:00,2025-11-26 04:00:00+00:00,2025-11-25 21:33:15-05:00,2025-11-26 02:33:15+00:00,2025-11-25 21:56:00-05:00,2025-11-26 02:56:00+00:00,West,508.8
2025-11-25 23:00:00-05:00,2025-11-26 04:00:00+00:00,2025-11-26 00:00:00-05:00,2025-11-26 05:00:00+00:00,2025-11-25 22:33:15-05:00,2025-11-26 03:33:15+00:00,2025-11-25 22:56:00-05:00,2025-11-26 03:56:00+00:00,West,538.1
2025-11-26 00:00:00-05:00,2025-11-26 05:00:00+00:00,2025-11-26 01:00:00-05:00,2025-11-26 06:00:00+00:00,2025-11-25 23:33:14-05:00,2025-11-26 04:33:14+00:00,2025-11-25 23:56:00-05:00,2025-11-26 04:56:00+00:00,West,549.5
2025-11-26 01:00:00-05:00,2025-11-26 06:00:00+00:00,2025-11-26 02:00:00-05:00,2025-11-26 07:00:00+00:00,2025-11-26 00:33:15-05:00,2025-11-26 05:33:15+00:00,2025-11-26 00:56:00-05:00,2025-11-26 05:56:00+00:00,West,436.2
2025-11-26 02:00:00-05:00,2025-11-26 07:00:00+00:00,2025-11-26 03:00:00-05:00,2025-11-26 08:00:00+00:00,2025-11-26 01:33:15-05:00,2025-11-26 06:33:15+00:00,2025-11-26 01:56:00-05:00,2025-11-26 06:56:00+00:00,West,502.1
2025-11-26 03:00:00-05:00,2025-11-26 08:00:00+00:00,2025-11-26 04:00:00-05:00,2025-11-26 09:00:00+00:00,2025-11-26 02:49:45-05:00,2025-11-26 07:49:45+00:00,2025-11-26 02:56:00-05:00,2025-11-26 07:56:00+00:00,West,583.0
2025-11-26 04:00:00-05:00,2025-11-26 09:00:00+00:00,2025-11-26 05:00:00-05:00,2025-11-26 10:00:00+00:00,2025-11-26 03:33:16-05:00,2025-11-26 08:33:16+00:00,2025-11-26 03:56:00-05:00,2025-11-26 08:56:00+00:00,West,601.7
2025-11-26 05:00:00-05:00,2025-11-26 10:00:00+00:00,2025-11-26 06:00:00-05:00,2025-11-26 11:00:00+00:00,2025-11-26 04:33:19-05:00,2025-11-26 09:33:19+00:00,2025-11-26 04:56:00-05:00,2025-11-26 09:56:00+00:00,West,778.2
2025-11-26 06:00:00-05:00,2025-11-26 11:00:00+00:00,2025-11-26 07:00:00-05:00,2025-11-26 12:00:00+00:00,2025-11-26 05:33:15-05:00,2025-11-26 10:33:15+00:00,2025-11-26 05:56:00-05:00,2025-11-26 10:56:00+00:00,West,999.4
2025-11-26 07:00:00-05:00,2025-11-26 12:00:00+00:00,2025-11-26 08:00:00-05:00,2025-11-26 13:00:00+00:00,2025-11-26 06:49:46-05:00,2025-11-26 11:49:46+00:00,2025-11-26 06:56:00-05:00,2025-11-26 11:56:00+00:00,West,1097.8
2025-11-26 08:00:00-05:00,2025-11-26 13:00:00+00:00,2025-11-26 09:00:00-05:00,2025-11-26 14:00:00+00:00,2025-11-26 07:33:15-05:00,2025-11-26 12:33:15+00:00,2025-11-26 07:56:00-05:00,2025-11-26 12:56:00+00:00,West,1222.9
2025-11-26 09:00:00-05:00,2025-11-26 14:00:00+00:00,2025-11-26 10:00:00-05:00,2025-11-26 15:00:00+00:00,2025-11-26 08:33:09-05:00,2025-11-26 13:33:09+00:00,2025-11-26 08:56:00-05:00,2025-11-26 13:56:00+00:00,West,1264.2
2025-11-26 10:00:00-05:00,2025-11-26 15:00:00+00:00,2025-11-26 11:00:00-05:00,2025-11-26 16:00:00+00:00,2025-11-26 09:33:10-05:00,2025-11-26 14:33:10+00:00,2025-11-26 09:56:00-05:00,2025-11-26 14:56:00+00:00,West,1256.2
2025-11-26 11:00:00-05:00,2025-11-26 16:00:00+00:00,2025-11-26 12:00:00-05:00,2025-11-26 17:00:00+00:00,2025-11-26 10:33:10-05:00,2025-11-26 15:33:10+00:00,2025-11-26 10:56:00-05:00,2025-11-26 15:56:00+00:00,West,1300.9
2025-11-26 12:00:00-05:00,2025-11-26 17:00:00+00:00,2025-11-26 13:00:00-05:00,2025-11-26 18:00:00+00:00,2025-11-26 11:33:10-05:00,2025-11-26 16:33:10+00:00,2025-11-26 11:56:00-05:00,2025-11-26 16:56:00+00:00,West,1301.5
2025-11-26 13:00:00-05:00,2025-11-26 18:00:00+00:00,2025-11-26 14:00:00-05:00,2025-11-26 19:00:00+00:00,2025-11-26 12:33:10-05:00,2025-11-26 17:33:10+00:00,2025-11-26 12:56:00-05:00,2025-11-26 17:56:00+00:00,West,1312.6
2025-11-26 14:00:00-05:00,2025-11-26 19:00:00+00:00,2025-11-26 15:00:00-05:00,2025-11-26 20:00:00+00:00,2025-11-26 13:33:10-05:00,2025-11-26 18:33:10+00:00,2025-11-26 13:56:00-05:00,2025-11-26 18:56:00+00:00,West,1310.3
2025-11-26 15:00:00-05:00,2025-11-26 20:00:00+00:00,2025-11-26 16:00:00-05:00,2025-11-26 21:00:00+00:00,2025-11-26 14:33:10-05:00,2025-11-26 19:33:10+00:00,2025-11-26 14:56:00-05:00,2025-11-26 19:56:00+00:00,West,1313.9
2025-11-26 16:00:00-05:00,2025-11-26 21:00:00+00:00,2025-11-26 17:00:00-05:00,2025-11-26 22:00:00+00:00,2025-11-26 15:33:10-05:00,2025-11-26 20:33:10+00:00,2025-11-26 15:56:00-05:00,2025-11-26 20:56:00+00:00,West,1297.8
2025-11-26 17:00:00-05:00,2025-11-26 22:00:00+00:00,2025-11-26 18:00:00-05:00,2025-11-26 23:00:00+00:00,2025-11-26 16:33:10-05:00,2025-11-26 21:33:10+00:00,2025-11-26 16:56:00-05:00,2025-11-26 21:56:00+00:00,West,1290.2
2025-11-26 18:00:00-05:00,2025-11-26 23:00:00+00:00,2025-11-26 19:00:00-05:00,2025-11-27 00:00:00+00:00,2025-11-26 17:33:10-05:00,2025-11-26 22:33:10+00:00,2025-11-26 17:56:00-05:00,2025-11-26 22:56:00+00:00,West,1293.6
2025-11-26 19:00:00-05:00,2025-11-27 00:00:00+00:00,2025-11-26 20:00:00-05:00,2025-11-27 01:00:00+00:00,2025-11-26 18:33:10-05:00,2025-11-26 23:33:10+00:00,2025-11-26 18:56:00-05:00,2025-11-26 23:56:00+00:00,West,1296.9
2025-11-26 20:00:00-05:00,2025-11-27 01:00:00+00:00,2025-11-26 21:00:00-05:00,2025-11-27 02:00:00+00:00,2025-11-26 19:33:10-05:00,2025-11-27 00:33:10+00:00,2025-11-26 19:56:00-05:00,2025-11-27 00:56:00+00:00,West,1306.2
2025-11-26 21:00:00-05:00,2025-11-27 02:00:00+00:00,2025-11-26 22:00:00-05:00,2025-11-27 03:00:00+00:00,2025-11-26 20:33:11-05:00,2025-11-27 01:33:11+00:00,2025-11-26 20:56:00-05:00,2025-11-27 01:56:00+00:00,West,1301.7
2025-11-26 22:00:00-05:00,2025-11-27 03:00:00+00:00,2025-11-26 23:00:00-05:00,2025-11-27 04:00:00+00:00,2025-11-26 20:33:11-05:00,2025-11-27 01:33:11+00:00,2025-11-26 20:56:00-05:00,2025-11-27 01:56:00+00:00,West,1308.7
2025-11-26 23:00:00-05:00,2025-11-27 04:00:00+00:00,2025-11-27 00:00:00-05:00,2025-11-27 05:00:00+00:00,2025-11-26 22:33:10-05:00,2025-11-27 03:33:10+00:00,2025-11-26 22:56:00-05:00,2025-11-27 03:56:00+00:00,West,1292.0
2025-11-27 00:00:00-05:00,2025-11-27 05:00:00+00:00,2025-11-27 01:00:00-05:00,2025-11-27 06:00:00+00:00,2025-11-26 23:33:11-05:00,2025-11-27 04:33:11+00:00,2025-11-26 23:56:00-05:00,2025-11-27 04:56:00+00:00,West,1286.8
2025-11-27 01:00:00-05:00,2025-11-27 06:00:00+00:00,2025-11-27 02:00:00-05:00,2025-11-27 07:00:00+00:00,2025-11-27 00:33:10-05:00,2025-11-27 05:33:10+00:00,2025-11-27 00:56:00-05:00,2025-11-27 05:56:00+00:00,West,1277.3
2025-11-27 02:00:00-05:00,2025-11-27 07:00:00+00:00,2025-11-27 03:00:00-05:00,2025-11-27 08:00:00+00:00,2025-11-27 01:33:10-05:00,2025-11-27 06:33:10+00:00,2025-11-27 01:56:00-05:00,2025-11-27 06:56:00+00:00,West,1267.1
2025-11-27 03:00:00-05:00,2025-11-27 08:00:00+00:00,2025-11-27 04:00:00-05:00,2025-11-27 09:00:00+00:00,2025-11-27 02:33:15-05:00,2025-11-27 07:33:15+00:00,2025-11-27 02:56:00-05:00,2025-11-27 07:56:00+00:00,West,1223.7
2025-11-27 04:00:00-05:00,2025-11-27 09:00:00+00:00,2025-11-27 05:00:00-05:00,2025-11-27 10:00:00+00:00,2025-11-27 03:33:17-05:00,2025-11-27 08:33:17+00:00,2025-11-27 03:56:00-05:00,2025-11-27 08:56:00+00:00,West,1206.6
2025-11-27 05:00:00-05:00,2025-11-27 10:00:00+00:00,2025-11-27 06:00:00-05:00,2025-11-27 11:00:00+00:00,2025-11-27 04:49:44-05:00,2025-11-27 09:49:44+00:00,2025-11-27 04:56:00-05:00,2025-11-27 09:56:00+00:00,West,1218.7
2025-11-27 06:00:00-05:00,2025-11-27 11:00:00+00:00,2025-11-27 07:00:00-05:00,2025-11-27 12:00:00+00:00,2025-11-27 05:33:15-05:00,2025-11-27 10:33:15+00:00,2025-11-27 05:56:00-05:00,2025-11-27 10:56:00+00:00,West,1151.0
2025-11-27 07:00:00-05:00,2025-11-27 12:00:00+00:00,2025-11-27 08:00:00-05:00,2025-11-27 13:00:00+00:00,2025-11-27 06:33:09-05:00,2025-11-27 11:33:09+00:00,2025-11-27 06:56:00-05:00,2025-11-27 11:56:00+00:00,West,1143.3
2025-11-27 08:00:00-05:00,2025-11-27 13:00:00+00:00,2025-11-27 09:00:00-05:00,2025-11-27 14:00:00+00:00,2025-11-27 07:33:11-05:00,2025-11-27 12:33:11+00:00,2025-11-27 07:56:00-05:00,2025-11-27 12:56:00+00:00,West,1137.0
2025-11-27 09:00:00-05:00,2025-11-27 14:00:00+00:00,2025-11-27 10:00:00-05:00,2025-11-27 15:00:00+00:00,2025-11-27 08:33:11-05:00,2025-11-27 13:33:11+00:00,2025-11-27 08:56:00-05:00,2025-11-27 13:56:00+00:00,West,1113.5
2025-11-27 10:00:00-05:00,2025-11-27 15:00:00+00:00,2025-11-27 11:00:00-05:00,2025-11-27 16:00:00+00:00,2025-11-27 09:33:10-05:00,2025-11-27 14:33:10+00:00,2025-11-27 09:56:00-05:00,2025-11-27 14:56:00+00:00,West,1135.5
2025-11-27 11:00:00-05:00,2025-11-27 16:00:00+00:00,2025-11-27 12:00:00-05:00,2025-11-27 17:00:00+00:00,2025-11-27 10:33:10-05:00,2025-11-27 15:33:10+00:00,2025-11-27 10:56:00-05:00,2025-11-27 15:56:00+00:00,West,1203.3
2025-11-27 12:00:00-05:00,2025-11-27 17:00:00+00:00,2025-11-27 13:00:00-05:00,2025-11-27 18:00:00+00:00,2025-11-27 11:33:10-05:00,2025-11-27 16:33:10+00:00,2025-11-27 11:56:00-05:00,2025-11-27 16:56:00+00:00,West,1253.0
2025-11-27 13:00:00-05:00,2025-11-27 18:00:00+00:00,2025-11-27 14:00:00-05:00,2025-11-27 19:00:00+00:00,2025-11-27 12:33:09-05:00,2025-11-27 17:33:09+00:00,2025-11-27 12:56:00-05:00,2025-11-27 17:56:00+00:00,West,1235.5
2025-11-27 14:00:00-05:00,2025-11-27 19:00:00+00:00,2025-11-27 15:00:00-05:00,2025-11-27 20:00:00+00:00,2025-11-27 13:33:10-05:00,2025-11-27 18:33:10+00:00,2025-11-27 13:56:00-05:00,2025-11-27 18:56:00+00:00,West,1363.8
2025-11-27 15:00:00-05:00,2025-11-27 20:00:00+00:00,2025-11-27 16:00:00-05:00,2025-11-27 21:00:00+00:00,2025-11-27 14:33:09-05:00,2025-11-27 19:33:09+00:00,2025-11-27 14:56:00-05:00,2025-11-27 19:56:00+00:00,West,1374.2
2025-11-27 16:00:00-05:00,2025-11-27 21:00:00+00:00,2025-11-27 17:00:00-05:00,2025-11-27 22:00:00+00:00,2025-11-27 15:33:10-05:00,2025-11-27 20:33:10+00:00,2025-11-27 15:56:00-05:00,2025-11-27 20:56:00+00:00,West,1366.2
2025-11-27 17:00:00-05:00,2025-11-27 22:00:00+00:00,2025-11-27 18:00:00-05:00,2025-11-27 23:00:00+00:00,2025-11-27 16:33:10-05:00,2025-11-27 21:33:10+00:00,2025-11-27 16:56:00-05:00,2025-11-27 21:56:00+00:00,West,1388.2
2025-11-27 18:00:00-05:00,2025-11-27 23:00:00+00:00,2025-11-27 19:00:00-05:00,2025-11-28 00:00:00+00:00,2025-11-27 17:33:10-05:00,2025-11-27 22:33:10+00:00,2025-11-27 17:56:00-05:00,2025-11-27 22:56:00+00:00,West,1400.7
2025-11-27 19:00:00-05:00,2025-11-28 00:00:00+00:00,2025-11-27 20:00:00-05:00,2025-11-28 01:00:00+00:00,2025-11-27 18:33:09-05:00,2025-11-27 23:33:09+00:00,2025-11-27 18:56:00-05:00,2025-11-27 23:56:00+00:00,West,1385.6
2025-11-27 20:00:00-05:00,2025-11-28 01:00:00+00:00,2025-11-27 21:00:00-05:00,2025-11-28 02:00:00+00:00,2025-11-27 19:33:09-05:00,2025-11-28 00:33:09+00:00,2025-11-27 19:56:00-05:00,2025-11-28 00:56:00+00:00,West,1373.7
2025-11-27 21:00:00-05:00,2025-11-28 02:00:00+00:00,2025-11-27 22:00:00-05:00,2025-11-28 03:00:00+00:00,2025-11-27 20:33:10-05:00,2025-11-28 01:33:10+00:00,2025-11-27 20:56:00-05:00,2025-11-28 01:56:00+00:00,West,1360.8
2025-11-27 22:00:00-05:00,2025-11-28 03:00:00+00:00,2025-11-27 23:00:00-05:00,2025-11-28 04:00:00+00:00,2025-11-27 21:33:09-05:00,2025-11-28 02:33:09+00:00,2025-11-27 21:56:00-05:00,2025-11-28 02:56:00+00:00,West,1367.3
2025-11-27 23:00:00-05:00,2025-11-28 04:00:00+00:00,2025-11-28 00:00:00-05:00,2025-11-28 05:00:00+00:00,2025-11-27 22:33:10-05:00,2025-11-28 03:33:10+00:00,2025-11-27 22:56:00-05:00,2025-11-28 03:56:00+00:00,West,1352.5
2025-11-28 00:00:00-05:00,2025-11-28 05:00:00+00:00,2025-11-28 01:00:00-05:00,2025-11-28 06:00:00+00:00,2025-11-27 23:33:09-05:00,2025-11-28 04:33:09+00:00,2025-11-27 23:56:00-05:00,2025-11-28 04:56:00+00:00,West,1338.4
2025-11-28 01:00:00-05:00,2025-11-28 06:00:00+00:00,2025-11-28 02:00:00-05:00,2025-11-28 07:00:00+00:00,2025-11-28 00:33:10-05:00,2025-11-28 05:33:10+00:00,2025-11-28 00:56:00-05:00,2025-11-28 05:56:00+00:00,West,1313.3
2025-11-28 02:00:00-05:00,2025-11-28 07:00:00+00:00,2025-11-28 03:00:00-05:00,2025-11-28 08:00:00+00:00,2025-11-28 01:33:09-05:00,2025-11-28 06:33:09+00:00,2025-11-28 01:56:00-05:00,2025-11-28 06:56:00+00:00,West,1310.2
2025-11-28 03:00:00-05:00,2025-11-28 08:00:00+00:00,2025-11-28 04:00:00-05:00,2025-11-28 09:00:00+00:00,2025-11-28 02:33:10-05:00,2025-11-28 07:33:10+00:00,2025-11-28 02:56:00-05:00,2025-11-28 07:56:00+00:00,West,1311.1
2025-11-28 04:00:00-05:00,2025-11-28 09:00:00+00:00,2025-11-28 05:00:00-05:00,2025-11-28 10:00:00+00:00,2025-11-28 03:33:09-05:00,2025-11-28 08:33:09+00:00,2025-11-28 03:56:00-05:00,2025-11-28 08:56:00+00:00,West,1292.3
2025-11-28 05:00:00-05:00,2025-11-28 10:00:00+00:00,2025-11-28 06:00:00-05:00,2025-11-28 11:00:00+00:00,2025-11-28 04:33:10-05:00,2025-11-28 09:33:10+00:00,2025-11-28 04:56:00-05:00,2025-11-28 09:56:00+00:00,West,1236.8
2025-11-28 06:00:00-05:00,2025-11-28 11:00:00+00:00,2025-11-28 07:00:00-05:00,2025-11-28 12:00:00+00:00,2025-11-28 05:33:09-05:00,2025-11-28 10:33:09+00:00,2025-11-28 05:56:00-05:00,2025-11-28 10:56:00+00:00,West,1246.9
